Employee ID,First Name,Last Name,Gender,State,City,Job Title,Education Level,Birth Date,Hire Date,salary,Actual Salary,Department,promotion_last_5years,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,Termination Date
E14215,William,Gibson,Male,New York,New York City,Sales Representative,Bachelor's,25-07-1996,27-10-2018,low,48270,sales,0,0.25,0.62,6,271,5,0,0,
E14216,Michael,Petersen,Male,Texas,Houston,Sales Representative,Bachelor's,16-11-1977,26-06-2019,low,43907,sales,0,0.25,0.82,3,269,5,0,0,
E14217,Nathan,Davis,Male,Illinois,Naperville,Sales Representative,Bachelor's,08-06-1981,24-05-2018,low,38424,sales,0,0.63,0.55,3,160,3,0,0,30-08-2024
E14218,Christine,Leonard,Female,Illinois,Springfield,Account Manager,Bachelor's,04-07-1998,12-02-2020,low,40989,sales,0,0.89,0.68,4,258,2,1,0,
E14219,Barry,Sheppard,Male,Illinois,Chicago,Sales Representative,Bachelor's,28-04-1973,10-11-2021,high,108040,sales,0,0.87,0.82,4,251,3,0,0,
E14220,Jennifer,Page,Male,Florida,Tampa,Account Manager,Bachelor's,11-06-1980,05-06-2017,low,43171,sales,0,0.87,0.78,3,170,2,0,0,
E14221,Charles,Chambers,Male,Florida,Miami,Account Manager,Bachelor's,06-04-1974,05-05-2021,high,94018,sales,0,0.71,0.99,4,238,4,1,0,
E14222,Bridget,Nguyen,Male,New York,Rochester,Account Manager,Bachelor's,21-06-2002,16-10-2022,high,119181,sales,0,0.98,0.87,4,152,2,0,0,
E14223,Samuel,Cross,Male,Illinois,Springfield,Sales Representative,Bachelor's,17-11-1995,16-07-2017,low,34213,sales,0,0.16,0.51,3,262,6,0,0,10-04-2024
E14224,Alicia,Perez,Female,New York,Buffalo,Sales Representative,Bachelor's,05-03-1977,18-05-2019,low,33860,sales,0,0.83,0.68,4,273,2,0,0,
E14225,Brooke,Hood,Female,Florida,Miami,Account Manager,Bachelor's,09-11-1974,20-03-2022,high,115134,sales,0,0.65,0.77,3,233,2,0,0,
E14226,Vanessa,Peterson,Male,New York,Rochester,Sales Representative,Bachelor's,07-09-1980,16-01-2025,low,49197,sales,0,0.95,0.64,3,262,3,0,0,
E14227,John,Rowe,Male,California,Los Angeles,Accountant,Bachelor's,11-01-1980,11-04-2020,medium,72479,accounting,0,0.67,0.67,3,183,3,0,0,
E14228,Erika,Harris,Female,Illinois,Springfield,Accountant,Bachelor's,07-07-1976,16-05-2016,high,89327,accounting,0,0.53,0.88,3,150,3,1,0,
E14229,Ashley,Russell,Female,New York,Rochester,Financial Analyst,Master's,30-12-1990,09-11-2019,medium,53264,accounting,0,0.74,0.94,3,132,3,0,0,16-11-2022
E14230,Michelle,Davis,Male,Texas,Austin,Recruiter,Bachelor's,10-03-1974,21-09-2016,medium,74709,hr,0,0.77,0.79,3,200,4,0,0,
E14231,Nicholas,Robinson,Male,California,Los Angeles,HR Manager,Master's,11-06-1979,27-07-2023,medium,59819,hr,0,0.13,0.72,4,148,5,0,0,
E14232,Lori,Hicks,Female,Florida,Orlando,HR Manager,Master's,09-07-1995,02-06-2022,medium,69339,hr,0,0.82,0.92,3,187,3,1,0,
E14233,James,Conley,Female,Texas,Houston,Recruiter,Bachelor's,12-11-1966,06-08-2022,high,91164,hr,0,0.88,0.65,4,224,2,0,0,
E14234,John,Rosales,Male,California,San Diego,Software Engineer,Bachelor's,26-03-2001,27-11-2022,medium,77171,technical,0,0.89,0.5,4,147,2,0,0,
E14235,Wendy,Mendoza,Female,Illinois,Naperville,Data Scientist,Master's,05-01-1967,26-02-2019,medium,58699,technical,0,0.85,0.51,3,153,4,0,0,
E14236,Tiffany,Mcdaniel,Male,Florida,Miami,Software Engineer,Bachelor's,04-08-1986,06-06-2022,medium,79547,technical,0,0.93,0.87,5,154,2,0,0,
E14237,Virginia,Mitchell,Male,Florida,Miami,Software Engineer,Bachelor's,05-06-1995,21-12-2018,high,117889,technical,0,0.62,0.7,5,270,3,0,0,
E14238,Jennifer,Harrell,Male,Illinois,Naperville,Software Engineer,Bachelor's,03-09-1992,24-05-2017,medium,69554,technical,0,0.58,0.96,3,202,2,0,0,
E14239,Sara,Trujillo,Female,New York,Rochester,Software Engineer,Bachelor's,12-10-1995,02-08-2018,high,102470,technical,0,0.98,0.5,4,264,3,0,0,
E14240,Desiree,Parker,Male,Texas,Dallas,Tech Lead,Master's,26-02-1995,26-03-2019,low,45422,technical,0,0.52,0.45,2,145,3,0,0,
E14241,Steven,Knight,Male,Texas,Austin,Data Scientist,Master's,14-01-1972,18-03-2016,medium,68973,technical,0,0.76,0.49,3,138,2,1,0,
E14242,Maria,Blankenship,Male,Illinois,Springfield,Tech Lead,Master's,07-12-1970,23-02-2020,medium,76421,technical,0,0.73,0.91,3,238,2,0,0,
E14243,Tara,Stevens,Male,Illinois,Chicago,Data Scientist,Master's,15-09-1980,21-05-2020,medium,63357,technical,0,0.74,0.64,4,147,5,0,0,
E14244,Kathleen,King,Male,Illinois,Chicago,Data Scientist,Master's,11-07-2002,03-07-2017,medium,69025,technical,0,0.49,0.48,3,190,2,0,0,
E14245,Nicole,White,Female,Florida,Tampa,Technical Support,High School,19-08-1994,01-03-2018,low,34842,support,0,0.91,0.97,4,183,3,0,0,
E14246,Elizabeth,Chavez,Male,Texas,Dallas,Customer Support,High School,11-12-1997,09-11-2024,low,31690,support,0,0.74,0.92,5,255,3,0,0,
E14247,Gary,Moss,Male,Illinois,Naperville,Customer Support,High School,14-01-1978,22-05-2020,low,38879,support,0,0.86,0.82,4,252,4,0,0,
E14248,Kelly,Allen,Male,California,San Diego,Customer Support,High School,19-04-1992,28-12-2019,low,40205,support,0,0.52,0.47,6,141,5,1,0,
E14249,Taylor,Henderson,Female,Florida,Tampa,Customer Support,High School,27-07-2001,16-01-2017,low,35574,support,0,0.95,0.81,3,260,2,0,0,24-06-2019
E14250,Shaun,Brown,Male,Illinois,Springfield,Customer Support,High School,13-04-1976,02-05-2016,low,42581,support,0,0.65,0.98,3,136,3,0,0,
E14251,Robert,Hampton,Male,Texas,Houston,Technical Support,High School,11-04-1999,07-03-2024,low,48444,support,0,0.7,0.56,4,182,2,0,0,01-10-2024
E14252,Charles,Pham,Female,California,San Diego,Customer Support,High School,08-05-1979,15-12-2020,low,42522,support,0,0.14,0.66,6,142,5,0,0,
E14253,Nathan,Campbell,Male,Texas,Houston,Technical Support,High School,27-06-2001,24-07-2017,low,30616,support,0,0.92,0.53,2,261,4,0,0,
E14254,Leah,Huang,Male,New York,New York City,Customer Support,High School,29-11-1995,08-03-2024,low,40478,support,0,0.54,0.6,3,209,2,0,0,
E14255,Sarah,Erickson,Male,Texas,Austin,Technical Support,High School,08-10-1976,22-04-2016,high,114521,support,0,0.76,0.95,2,156,4,0,0,
E14256,Sherry,Payne,Male,New York,Rochester,Software Engineer,Bachelor's,13-11-1984,20-09-2019,low,30205,technical,0,0.78,0.66,4,214,2,0,0,07-04-2024
E14257,Victor,Morgan,Male,Florida,Orlando,Software Engineer,Bachelor's,26-09-1998,19-03-2024,low,36967,technical,0,0.85,0.86,4,250,3,0,0,
E14258,Jessica,Jones,Male,Florida,Tampa,Software Engineer,Bachelor's,11-12-1979,11-02-2022,low,41965,technical,0,0.78,0.8,4,197,3,1,0,
E14259,Stephanie,Smith,Female,California,San Francisco,Operations Manager,Master's,12-04-1965,25-06-2021,low,45933,management,0,0.55,0.72,3,149,3,0,0,
E14260,Veronica,Webb,Male,Illinois,Springfield,IT Support,High School,31-03-1971,28-06-2019,high,109272,IT,0,0.68,0.61,5,271,2,0,0,
E14261,Joseph,Gross,Female,Texas,Houston,IT Support,High School,26-01-1995,17-12-2018,low,49313,IT,0,0.91,0.68,4,187,2,0,0,25-06-2021
E14262,Dawn,Hunter,Male,Florida,Miami,IT Support,High School,04-11-1978,03-03-2017,low,31718,IT,0,0.76,0.56,3,154,2,0,0,
E14263,Robert,Hernandez,Female,California,San Diego,System Administrator,Bachelor's,10-05-1983,01-02-2017,low,48318,IT,0,0.15,0.67,4,264,3,0,0,
E14264,Jason,Silva,Male,Illinois,Springfield,IT Support,High School,18-07-1998,17-06-2019,high,82885,IT,0,0.95,0.6,2,144,3,0,0,
E14265,Susan,Lopez,Female,Texas,Houston,Product Manager,Master's,01-03-2000,09-07-2018,low,49586,product_mng,0,0.74,0.37,6,200,3,0,0,
E14266,Rebecca,Huang,Female,Texas,Austin,Business Analyst,Master's,02-08-1992,01-05-2020,medium,72138,product_mng,0,0.92,0.56,5,197,2,1,0,
E14267,Steven,Cisneros,Male,Texas,Austin,Product Manager,Master's,20-12-1975,22-02-2016,high,116469,product_mng,0,0.64,0.89,3,175,3,1,0,23-05-2020
E14268,Ryan,Turner,Female,Florida,Orlando,Business Analyst,Master's,23-08-1985,14-12-2018,medium,52316,product_mng,0,0.96,0.9,3,161,3,0,0,
E14269,Jennifer,Rodriguez,Male,New York,Rochester,System Administrator,Bachelor's,21-02-1998,20-06-2022,high,96997,IT,0,0.21,0.72,3,245,6,0,0,
E14270,Lisa,Fields,Female,Texas,Austin,Research Scientist,PhD,23-02-1991,15-01-2022,medium,62366,RandD,0,0.85,0.67,3,167,4,0,0,
E14271,Madeline,Cain,Female,New York,Buffalo,Research Scientist,PhD,22-01-1984,11-08-2018,medium,56003,RandD,0,0.52,0.86,5,168,3,0,0,25-03-2024
E14272,Deborah,Castaneda,Female,Illinois,Springfield,Research Scientist,PhD,26-06-1982,25-03-2024,medium,53871,RandD,0,0.54,0.81,5,261,6,0,0,
E14273,Zachary,Reyes,Female,Florida,Miami,Lab Technician,Bachelor's,12-06-1994,16-12-2021,medium,62899,RandD,0,0.56,0.81,5,274,4,0,0,
E14274,Michael,George,Male,Florida,Miami,Research Scientist,PhD,30-05-1964,06-06-2017,medium,73938,RandD,0,0.59,0.79,4,181,3,0,0,
E14275,Kristi,Page,Male,Illinois,Chicago,Marketing Manager,Master's,25-02-1977,10-05-2021,medium,70115,marketing,0,0.88,0.58,5,266,3,1,0,
E14276,Sarah,Anderson,Male,Florida,Miami,Account Manager,Bachelor's,22-05-1975,30-11-2018,medium,65015,sales,0,0.7,0.84,4,184,3,0,0,
E14277,Megan,Galvan,Female,New York,New York City,Accountant,Bachelor's,31-07-1977,01-04-2023,medium,50781,accounting,0,0.95,0.58,3,193,2,0,0,
E14278,Andrew,Knight,Male,New York,New York City,Customer Support,High School,20-10-1994,03-10-2019,high,92419,support,0,0.83,0.88,3,217,2,1,0,
E14279,Ryan,Gomez,Female,Florida,Tampa,Data Scientist,Master's,25-04-1991,07-04-2019,low,43744,technical,0,0.76,0.62,4,197,3,0,0,10-12-2019
E14280,Christopher,Wagner,Male,New York,New York City,Operations Manager,Master's,19-09-1976,16-08-2024,medium,68080,management,0,0.82,0.92,5,252,3,0,0,01-11-2024
E14281,Melissa,Johnston,Female,Florida,Tampa,Marketing Coordinator,Bachelor's,12-12-1999,29-10-2019,medium,78584,marketing,0,0.55,0.97,4,136,3,0,0,
E14282,Sharon,Hammond,Male,Florida,Tampa,Marketing Manager,Master's,03-03-1993,18-07-2018,medium,56715,marketing,0,0.89,0.55,5,194,4,0,0,
E14283,Corey,Walker,Female,Illinois,Chicago,Marketing Manager,Master's,19-07-1995,08-05-2021,medium,53282,marketing,0,0.66,0.94,4,190,3,0,0,
E14284,Deanna,Munoz,Male,Illinois,Chicago,Sales Representative,Bachelor's,16-11-2001,06-03-2017,medium,63423,sales,0,0.41,0.61,3,185,2,1,0,
E14285,Abigail,Bennett,Male,California,Los Angeles,Sales Representative,Bachelor's,09-06-1997,26-02-2020,medium,64351,sales,0,0.83,0.77,3,232,2,1,0,
E14286,Jennifer,Banks,Male,New York,Rochester,Sales Representative,Bachelor's,23-08-1988,04-05-2020,medium,75742,sales,0,0.88,0.72,3,200,2,1,0,17-05-2020
E14287,Jason,Berg,Male,California,San Diego,Sales Director,Master's,15-12-1996,20-04-2024,medium,70683,sales,0,0.56,0.66,5,155,2,0,0,
E14288,Theodore,Rodgers,Female,Illinois,Chicago,Account Manager,Bachelor's,28-03-1992,03-03-2021,medium,67525,sales,0,0.53,0.72,3,228,3,0,0,
E14289,Sarah,Garcia,Male,New York,Rochester,Sales Representative,Bachelor's,10-04-1990,18-11-2023,high,116773,sales,0,0.8,0.41,3,188,4,0,0,
E14290,Dana,Olson,Female,New York,Buffalo,Sales Representative,Bachelor's,20-07-1973,25-08-2016,low,43174,sales,0,0.95,0.78,4,245,3,0,0,
E14291,Amber,Martinez,Female,Texas,Austin,Sales Representative,Bachelor's,07-07-1968,25-01-2021,low,40408,sales,0,0.9,0.88,4,205,2,0,0,
E14292,Stephanie,Stephens,Male,California,Los Angeles,Sales Representative,Bachelor's,12-03-1998,27-10-2021,low,39182,sales,0,0.5,0.97,4,269,3,0,0,31-05-2023
E14293,Victoria,Castro,Male,Texas,Dallas,Sales Representative,Bachelor's,04-08-1980,14-01-2024,high,88844,sales,0,0.4,0.59,3,207,6,0,0,
E14294,Brandi,Henderson,Female,Florida,Tampa,Account Manager,Bachelor's,06-02-1968,02-06-2024,low,43684,sales,0,0.52,0.85,3,250,4,0,0,03-12-2024
E14295,David,Duncan,Female,Texas,Houston,Sales Director,Master's,01-07-1975,27-04-2023,low,39555,sales,0,0.51,0.5,5,251,3,1,0,
E14296,Melissa,Henderson,Female,California,San Diego,Sales Representative,Bachelor's,26-12-1980,09-10-2020,low,31664,sales,0,0.84,0.62,5,217,3,0,0,
E14297,Megan,Hoffman,Female,New York,Rochester,Account Manager,Bachelor's,14-11-1982,14-11-2018,high,116211,sales,0,0.78,0.98,5,252,3,0,0,
E14298,Shane,Saunders,Male,Florida,Orlando,Sales Representative,Bachelor's,26-05-1985,20-01-2023,low,30249,sales,0,0.91,0.71,2,159,3,1,0,
E14299,Robert,Sanders,Male,California,Los Angeles,Account Manager,Bachelor's,10-08-1992,19-04-2022,low,42338,sales,0,0.59,0.71,5,169,2,0,0,
E14300,Jennifer,Mccall,Male,California,Los Angeles,Sales Representative,Bachelor's,31-07-1989,26-11-2017,low,49216,sales,0,0.69,0.97,5,105,4,0,0,
E14301,Michael,Foster,Male,Florida,Miami,Account Manager,Bachelor's,13-11-2002,03-02-2017,low,31016,sales,0,0.87,0.93,4,268,2,0,0,
E14302,Jessica,Hull,Male,Texas,Austin,Sales Representative,Bachelor's,23-07-1977,06-03-2024,low,45430,sales,0,0.66,1,5,145,2,0,0,
E14303,Elizabeth,Nguyen,Female,Texas,Dallas,Accountant,Bachelor's,26-04-1992,29-06-2020,low,44226,accounting,0,0.5,0.54,4,165,3,0,0,
E14304,Jeffrey,Martinez,Male,Illinois,Springfield,Accountant,Bachelor's,17-06-1990,22-02-2017,low,48886,accounting,0,0.95,0.75,3,253,4,0,0,
E14305,Lynn,Douglas,Male,Florida,Miami,Financial Analyst,Master's,31-05-1970,14-05-2019,medium,61593,accounting,0,0.77,0.64,3,254,3,0,0,
E14306,Tiffany,Keller,Male,New York,New York City,HR Manager,Master's,29-10-1990,05-12-2023,medium,53189,hr,0,0.66,0.5,3,218,2,0,0,
E14307,Ashley,Reed,Male,Illinois,Naperville,HR Manager,Master's,13-03-2001,25-09-2021,medium,64626,hr,0,0.61,0.98,3,138,5,1,0,
E14308,Dana,Williams,Female,Florida,Orlando,HR Manager,Master's,22-05-1996,18-01-2020,medium,72522,hr,0,0.7,0.87,5,239,3,0,0,12-05-2022
E14309,Paul,Bonilla,Female,Texas,Houston,Recruiter,Bachelor's,01-11-2001,13-08-2022,medium,58260,hr,0,0.89,0.71,5,182,2,1,0,
E14310,Sonia,Bernard,Male,Florida,Tampa,Software Engineer,Bachelor's,23-10-1997,22-04-2023,medium,67448,technical,0,0.6,0.78,4,152,3,1,0,
E14311,Juan,Mccall,Female,California,San Francisco,Data Scientist,Master's,27-11-1973,01-04-2017,medium,70481,technical,0,0.62,0.51,3,222,3,1,0,
E14312,Pamela,Johnson,Male,Texas,Austin,Software Engineer,Bachelor's,14-05-1976,05-02-2024,medium,59434,technical,0,0.59,0.9,2,219,2,1,0,
E14313,Micheal,Turner,Female,California,San Diego,Data Scientist,Master's,28-03-1980,01-04-2021,medium,72285,technical,0,0.69,0.59,4,266,4,0,0,
E14314,Gabriel,Gordon,Male,California,San Diego,Tech Lead,Master's,11-10-1987,10-08-2017,medium,57080,technical,0,0.36,0.94,3,113,5,1,0,
E14315,Donna,Powers,Male,Illinois,Naperville,Software Engineer,Bachelor's,26-07-1991,22-10-2022,medium,72533,technical,0,0.59,0.93,4,146,3,0,0,30-12-2022
E14316,Michael,Ortega,Male,Illinois,Naperville,Software Engineer,Bachelor's,20-04-1968,29-06-2019,medium,54384,technical,0,0.5,0.51,5,238,4,0,0,
E14317,Amber,Mills,Female,Florida,Miami,Software Engineer,Bachelor's,15-05-1975,23-06-2016,high,108822,technical,0,0.53,0.99,3,188,3,0,0,
E14318,Jacob,White,Male,Texas,Austin,Software Engineer,Bachelor's,25-06-1998,24-08-2023,low,31152,technical,0,0.84,0.9,4,237,2,0,0,
E14319,Karen,Espinoza,Female,Illinois,Springfield,Software Engineer,Bachelor's,16-06-1978,19-01-2019,medium,74452,technical,0,0.51,0.95,4,201,3,0,0,
E14320,Kelly,Mason,Female,Texas,Dallas,Software Engineer,Bachelor's,19-06-1967,22-11-2020,medium,59856,technical,0,0.53,0.56,5,188,3,0,0,
E14321,Randy,Allen,Male,California,San Diego,Technical Support,High School,16-06-1985,15-06-2023,medium,59744,support,0,0.98,0.63,3,137,3,0,0,
E14322,Joseph,Stafford,Female,Texas,Austin,Customer Support,High School,31-03-1997,18-03-2024,medium,59823,support,0,0.95,0.81,4,263,3,0,0,
E14323,Jennifer,Flores,Female,New York,Rochester,Customer Support,High School,10-11-1971,04-04-2018,low,47976,support,0,0.13,0.76,5,217,3,0,0,31-10-2019
E14324,Joshua,Brooks,Male,New York,Buffalo,Customer Support,High School,21-06-1990,15-12-2019,low,44816,support,0,0.5,0.64,4,213,4,0,0,
E14325,Rachel,Love,Male,Florida,Tampa,Customer Support,High School,14-10-1971,02-07-2017,low,45285,support,0,0.93,0.76,3,244,3,0,0,
E14326,Daniel,Carlson,Female,Illinois,Springfield,Customer Support,High School,11-07-1966,03-01-2024,low,34447,support,0,0.5,0.87,3,252,2,0,0,
E14327,Monica,York,Female,Texas,Houston,Technical Support,High School,10-01-2003,09-09-2023,low,30400,support,0,0.66,0.84,4,168,2,0,0,
E14328,Christopher,Duke,Male,New York,Rochester,Technical Support,High School,07-02-1996,16-01-2018,low,45824,support,0,0.89,0.79,4,212,3,0,0,
E14329,Larry,Clements,Female,Texas,Houston,Customer Support,High School,12-05-1975,05-12-2018,low,31573,support,0,0.46,0.43,4,258,3,0,0,
E14330,Steven,Snyder,Female,New York,Rochester,Customer Support,High School,03-08-1989,17-09-2021,low,48606,support,0,0.67,0.6,4,210,3,0,0,
E14331,Misty,Rowe,Female,Illinois,Naperville,Customer Support,High School,15-10-1984,30-07-2020,low,34779,support,0,0.96,0.9,4,246,3,0,0,
E14332,Katie,Wagner,Male,Illinois,Springfield,Data Scientist,Master's,01-07-1996,17-01-2020,low,32058,technical,0,0.98,0.76,4,221,3,1,0,
E14333,Stephen,Brown,Female,Texas,Austin,Software Engineer,Bachelor's,28-02-1975,16-04-2023,low,40531,technical,0,0.67,0.57,5,215,4,0,0,
E14334,Courtney,Ruiz,Female,Illinois,Chicago,Data Scientist,Master's,19-12-1986,08-03-2022,low,32998,technical,0,0.72,0.72,4,175,4,0,0,
E14335,Laura,Johnson,Male,California,San Diego,General Manager,Master's,27-01-1985,24-03-2019,low,43557,management,0,0.65,0.49,5,221,2,0,0,
E14336,Patrick,Cabrera,Female,California,San Francisco,IT Support,High School,17-03-1991,25-03-2022,low,30970,IT,0,0.72,0.67,5,219,3,0,0,
E14337,Kristy,Rice,Male,New York,New York City,System Administrator,Bachelor's,05-12-1966,15-02-2016,low,48265,IT,0,0.78,0.58,3,154,3,0,0,
E14338,Brittany,Fleming,Male,New York,Buffalo,IT Support,High School,26-01-1969,05-01-2024,low,35951,IT,0,0.93,0.56,3,266,2,0,0,23-11-2024
E14339,Marie,Gomez,Female,New York,New York City,IT Support,High School,27-11-1967,13-04-2023,low,46740,IT,0,0.73,0.85,5,224,4,0,0,
E14340,Heidi,Garcia,Male,Illinois,Naperville,System Administrator,Bachelor's,17-02-1967,08-03-2016,low,39137,IT,0,0.2,0.57,4,269,5,1,0,
E14341,Mark,Booth,Female,California,San Diego,Product Manager,Master's,14-10-1997,06-11-2024,low,40976,product_mng,0,0.47,0.5,4,159,2,0,0,
E14342,Brandy,Galvan,Female,Texas,Dallas,Product Manager,Master's,06-09-1983,04-11-2019,low,48832,product_mng,0,0.56,0.62,4,247,3,0,0,
E14343,Anthony,Miller,Male,New York,New York City,Business Analyst,Master's,07-04-1970,21-06-2022,low,32681,product_mng,0,0.72,0.86,4,137,2,0,0,
E14344,Nancy,Fry,Male,Texas,Dallas,Product Manager,Master's,17-12-1979,25-03-2019,medium,79435,product_mng,0,0.91,0.56,4,251,4,0,0,
E14345,Marie,Stone,Female,Texas,Austin,System Administrator,Bachelor's,23-03-1969,09-01-2023,medium,79625,IT,0,0.79,0.49,5,210,3,0,0,12-01-2023
E14346,Charlotte,Miller,Male,New York,Rochester,Research Scientist,PhD,21-12-1968,20-05-2023,medium,71468,RandD,0,0.53,0.75,2,123,4,0,0,
E14347,Casey,Baker,Male,Florida,Tampa,Research Scientist,PhD,18-11-1979,18-09-2023,medium,71226,RandD,0,0.14,0.51,4,253,6,0,0,
E14348,Alyssa,West,Female,Illinois,Springfield,Lab Technician,Bachelor's,30-08-1970,20-07-2019,medium,61517,RandD,0,0.78,0.92,5,242,4,0,0,
E14349,Jennifer,Henderson,Male,Texas,Austin,Research Scientist,PhD,01-07-1983,02-10-2024,medium,77797,RandD,0,0.52,0.74,3,238,3,0,0,
E14350,Donna,Leach,Female,Texas,Houston,Research Scientist,PhD,26-10-2001,08-01-2020,medium,75312,RandD,0,0.94,0.68,5,151,2,0,0,
E14351,Ashley,Norris,Male,New York,Buffalo,Marketing Coordinator,Bachelor's,30-03-1982,16-11-2017,medium,54506,marketing,0,0.83,0.8,4,158,4,0,0,
E14352,Andre,Jensen,Female,New York,Rochester,Marketing Manager,Master's,14-03-1974,11-03-2016,medium,77350,marketing,0,0.44,0.68,2,120,2,0,0,
E14353,Kristen,Burke,Female,Florida,Tampa,Sales Director,Master's,27-06-1996,30-03-2018,medium,74010,sales,0,0.72,0.74,3,187,2,0,0,
E14354,Robin,Medina,Male,Florida,Tampa,Accountant,Bachelor's,01-05-1985,11-07-2023,medium,69490,accounting,0,0.84,0.58,3,140,3,0,0,
E14355,Nicole,Wagner,Male,New York,Rochester,Customer Support,High School,03-09-1966,11-07-2016,medium,78454,support,0,0.76,0.99,3,164,2,0,0,
E14356,Michael,Anderson,Female,California,San Francisco,Software Engineer,Bachelor's,30-12-1989,29-03-2023,high,115936,technical,0,0.92,0.94,5,253,2,0,0,01-09-2024
E14357,Margaret,Floyd,Male,Texas,Dallas,Operations Manager,Master's,11-01-1989,16-07-2021,low,31885,management,0,0.58,0.93,5,235,2,0,0,
E14358,Erica,Carter,Female,Illinois,Springfield,Marketing Coordinator,Bachelor's,15-08-1988,18-06-2017,medium,52958,marketing,0,0.85,0.81,4,189,4,0,0,20-08-2024
E14359,Patrick,Oneal,Male,New York,Rochester,Marketing Manager,Master's,23-12-1984,06-06-2019,medium,73005,marketing,0,0.74,0.51,4,246,3,1,0,
E14360,Kelsey,Reynolds,Female,New York,Rochester,Marketing Coordinator,Bachelor's,30-03-1993,04-03-2016,medium,74168,marketing,0,0.74,0.87,4,258,2,0,0,
E14361,Christina,Nelson,Female,California,Los Angeles,Sales Director,Master's,09-02-1979,14-10-2022,medium,52835,sales,0,0.72,0.8,3,158,3,0,0,
E14362,Devon,Taylor,Female,Illinois,Naperville,Sales Representative,Bachelor's,14-08-1988,05-08-2021,low,44552,sales,0,0.76,0.98,4,173,3,1,0,
E14363,Deanna,Cherry,Male,New York,Rochester,Account Manager,Bachelor's,06-12-2001,02-02-2019,low,40761,sales,0,0.85,0.72,3,201,3,0,0,
E14364,Tracey,Buck,Male,Florida,Miami,Account Manager,Bachelor's,13-09-1979,01-01-2017,low,34754,sales,0,0.82,0.49,5,185,3,0,0,
E14365,Leonard,Perry,Male,California,San Francisco,Sales Representative,Bachelor's,31-12-1986,20-06-2018,low,48722,sales,0,0.6,0.93,5,270,3,1,0,
E14366,Morgan,Velez,Male,New York,Rochester,Account Manager,Bachelor's,07-08-1992,08-04-2019,low,41857,sales,0,0.39,0.64,3,152,2,0,0,
E14367,Nicholas,Martinez,Male,Illinois,Naperville,Sales Representative,Bachelor's,15-03-1991,06-07-2019,low,30317,sales,0,0.83,0.53,3,211,4,1,0,
E14368,Lisa,Alexander,Male,Florida,Miami,Account Manager,Bachelor's,29-03-1997,16-08-2019,low,31155,sales,0,0.7,0.92,3,162,3,1,0,
E14369,James,Torres,Female,Texas,Houston,Sales Representative,Bachelor's,16-07-2001,27-11-2019,low,32761,sales,0,0.84,0.97,4,253,2,1,0,
E14370,Valerie,Gray,Female,Illinois,Naperville,Account Manager,Bachelor's,10-03-1976,06-07-2021,low,34658,sales,0,0.9,0.77,4,236,3,0,0,
E14371,Eddie,Hogan,Male,New York,Buffalo,Account Manager,Bachelor's,07-06-1972,21-11-2019,low,36970,sales,0,0.18,0.84,4,231,5,0,0,02-04-2022
E14372,Robert,Allen,Male,Florida,Tampa,Sales Representative,Bachelor's,13-05-1984,27-05-2019,low,42642,sales,0,0.52,0.71,2,231,2,0,0,
E14373,Lindsey,Wong,Male,New York,New York City,Account Manager,Bachelor's,18-04-1974,13-04-2020,low,48111,sales,0,0.87,0.51,4,233,3,0,0,
E14374,Phillip,Boyd,Female,New York,Buffalo,Account Manager,Bachelor's,29-01-1979,02-08-2017,low,34357,sales,0,0.6,0.79,5,217,2,0,0,
E14375,John,Simmons,Male,Florida,Miami,Account Manager,Bachelor's,07-07-1974,01-09-2016,low,47215,sales,0,0.72,0.93,4,174,2,0,0,
E14376,Patrick,Daniels,Male,California,Los Angeles,Sales Representative,Bachelor's,25-09-1985,29-12-2018,low,33353,sales,0,0.48,0.64,4,227,3,0,0,
E14377,Jessica,Perkins,Male,Illinois,Chicago,Sales Representative,Bachelor's,19-03-1972,18-12-2024,low,44145,sales,0,0.75,0.53,3,222,2,0,0,
E14378,Erin,Peterson,Male,New York,New York City,Account Manager,Bachelor's,26-09-1979,07-12-2019,low,34112,sales,0,0.85,0.55,2,207,6,0,0,
E14379,Renee,Moss,Male,Texas,Austin,Account Manager,Bachelor's,07-02-2001,12-12-2018,low,47754,sales,0,0.39,0.41,6,115,3,0,0,
E14380,Alexis,Johnson,Female,Florida,Tampa,Accountant,Bachelor's,05-02-1976,14-04-2017,low,33316,accounting,0,0.61,0.68,3,254,2,0,0,
E14381,Jonathan,Jones,Female,Illinois,Springfield,Financial Analyst,Master's,09-06-1980,21-03-2018,low,35671,accounting,0,0.6,0.61,4,170,3,0,0,
E14382,Stephanie,Salazar,Male,Texas,Houston,Accountant,Bachelor's,26-07-1967,09-01-2025,low,37889,accounting,0,0.57,0.64,2,206,3,0,0,
E14383,Lisa,Hall,Male,Florida,Miami,HR Manager,Master's,09-07-1971,15-12-2019,medium,66527,hr,0,0.19,0.68,5,149,3,0,0,
E14384,Steven,Andrews,Male,Illinois,Chicago,HR Manager,Master's,10-04-1979,11-06-2021,medium,52409,hr,0,0.48,0.77,3,197,3,0,0,
E14385,Bobby,Brown,Female,Illinois,Chicago,HR Manager,Master's,28-04-1976,05-10-2024,medium,52290,hr,0,0.69,0.75,4,261,3,0,0,
